"","unit","COMID","length.km","width.km","area.kmsq","area.acre","unit.area.acre","proportion.area"
"201","20",12952850,0.25,0.0315900153891994,0.00789750384729985,1.95151570082544,496.8241312955,0.00392798090490641
"202","20",12952762,1.373,0.00469892222714975,0.00645162021787661,1.59423007501968,496.8241312955,0.00320884187099089
"203","20",12952940,1.648,0.00155237040046912,0.00255830641997311,0.632171283817354,496.8241312955,0.00127242467504332
"204","20",12952766,6.401,0.0076865520806975,0.0492016198685447,12.1579850464192,496.8241312955,0.0244714060380209
"205","20",12952768,5.105,0.00271206732661536,0.0138451037023714,3.42119963182695,496.8241312955,0.00688613820529603
"206","20",12952588,1.667,0.0013235829738162,0.00220641281735161,0.545216480905712,496.8241312955,0.00109740337991238
"207","20",12952590,1.042,0.00636206838102903,0.00662927525303225,1.63812959025137,496.8241312955,0.00329720214269756
"208","20",12951014,0.626,0.00150235954747278,0.00094047707671796,0.232396946803516,496.8241312955,0.000467765014146005
"209","20",12951016,2.025,0.00309069823758158,0.0062586639311027,1.54654953816992,496.8241312955,0.00311287121689761
"210","20",12952596,1.611,0.00181990492577926,0.00293186683543039,0.724480072779957,496.8241312955,0.00145822239127321
"211","20",12951104,2.896,0.0019936469905648,0.00577360168467566,1.42668804673125,496.8241312955,0.00287161584323827
"212","20",12951106,3.646,0.00216589653090065,0.00789685875166377,1.9513562942222,496.8241312955,0.00392766005373756
"213","20",12952786,4.67,0.00248719445895539,0.0116151981233217,2.8701779630801,496.8241312955,0.00577705023223397
"214","20",12952700,2.712,0.0027622703660979,0.0074912772328575,1.85113491830155,496.8241312955,0.00372593600370134
"215","20",12952612,1.94,0.00191426654728334,0.00371367710172968,0.91766959686879,496.8241312955,0.00184707130564675
"216","20",12952792,1.109,0.0314873398498794,0.0349194598935163,8.62878645761472,496.8241312955,0.0173678891866919
"217","20",12952794,2.234,0.0321870021614749,0.0719057628287349,17.7683009534821,496.8241312955,0.0357637639442958
"218","20",12952796,2.79,0.00269671977237055,0.00752384816491383,1.85918337089207,496.8241312955,0.00374213580577121
"219","20",12951036,3.339,0.00689441622971372,0.0230204557910141,5.68847850978656,496.8241312955,0.0114496823955662
"220","20",12951038,1.731,0.00130246399450815,0.00225456517449361,0.557115187485829,496.8241312955,0.00112135291422564
"221","20",12952802,1.769,0.00345727217914446,0.00611591448490655,1.5112753818134,496.8241312955,0.00304187193539221
"222","20",12951042,1.588,0.00346654348679328,0.00550487105702773,1.36028326247439,496.8241312955,0.0027379573108242
"223","20",12952806,0.702,0.0322298309714162,0.0226253413419342,5.59084360312347,496.8241312955,0.0112531643512263
"224","20",12951046,3.873,0.00280947952474867,0.0108811141993516,2.68878187501857,496.8241312955,0.00541193896521774
"225","20",12951050,3.095,0.00333916383411808,0.0103347120665955,2.55376296756939,496.8241312955,0.0051401749768279
"226","20",12952902,0.233,0.00247744520052627,0.000577244731722621,0.14264027963223,496.8241312955,0.000287104169558524
"227","20",12951136,6.705,0.0033206904865871,0.0222652297125665,5.50185808157781,496.8241312955,0.0110740556567399
"228","20",12952820,0.263,0.0316395748011117,0.00832120817269238,2.05621531978084,496.8241312955,0.00413871869391516
"229","20",12952822,5.284,0.00469820349013386,0.0248253072418673,6.13446701604121,496.8241312955,0.0123473612282986
"230","20",12952824,0.041,0.0321320437701415,0.0013174137945758,0.325540038258759,496.8241312955,0.000655242001651356
"231","20",12952826,0.084,0.0316389560576586,0.00265767230884332,0.656725129691451,496.8241312955,0.00132184627984756
"232","20",12952828,0.341,0.0320412483818325,0.0109260656982049,2.69988963229023,496.8241312955,0.00543429648888048
"233","20",12952830,1.902,0.0315897964752085,0.0600837928958466,14.8470285635223,496.8241312955,0.0298838716324181
"234","20",12951070,2.597,0.00284605744084524,0.00739121117387509,1.82640805662478,496.8241312955,0.00367616615534013
"235","20",12951072,0.26,0.00179427498262685,0.000466511495482981,0.11527750105014,496.8241312955,0.000232028788033195
"236","20",12952594,3.223,0.00250267009503474,0.00806610571629697,1.99317812998005,496.8241312955,0.00401183840402983
"237","20",12951076,3.253,0.00476432434733093,0.0154983471018675,3.82972497271751,496.8241312955,0.00770841175272881
"238","20",12952842,0.179,0.0316376821144793,0.0056631450984918,1.39939362986672,496.8241312955,0.00281667805913074
"239","20",12952932,1.591,0.00143593044350716,0.00228456533561989,0.564528388745016,496.8241312955,0.00113627409214801
"240","20",12951166,1.711,0.00637279140868184,0.0109038461002546,2.69439905006268,496.8241312955,0.00542324512908999
"241","20",12951168,2.164,0.00155237040046912,0.00335932954661518,0.830108409090263,496.8241312955,0.00167082948834571
"242","20",12952854,2.175,0.0320410699561323,0.0696893271545877,17.2206077707245,496.8241312955,0.0346613754968397
"243","20",12952614,0.106,0.00219928056949942,0.000233123740366939,0.0576061307924248,496.8241312955,0.000115948737518472
"244","20",12951090,2.563,0.00322322265007076,0.00826111965213136,2.04136712298582,496.8241312955,0.00410883247088426
